first,last,suffix,pos,dob,col,id_armchair,id_nfl_old,id_ffcalc,id_underdog,id_gsis,id_esd,id_nfl_new
devonta,freeman,NA,RB,03/15/1992,Florida State,DF-1875,2543583,2144,4e8f465b-f706-40cb-b31c-7db3fed820f1,00-0031285,FRE174508,32013030-2d30-3033-3132-3835991f31bb
devin,fuller,NA,WR,01/29/1994,UCLA,DF-2150,2556212,NA,NA,00-0032451,FUL189505,NA
devin,funchess,NA,WR,05/21/1994,Michigan,DF-2200,2552458,2303,0332c583-c3fb-4750-8ef8-61eb5deeff9e,00-0032055,FUN405541,32013030-2d30-3033-3230-3535a2b56e84
doug,gabriel,NA,WR,08/27/1980,Central Florida,DG-0100,2505605,NA,NA,NA,NA,NA
devin,gardner,NA,WR,12/14/1991,Michigan,DG-0550,2553649,NA,NA,NA,GAR168463,NA
david,garrard,NA,QB,02/14/1978,East Carolina,DG-0600,2505101,412,NA,00-0021231,GAR371604,00-0021231
david,gettis,NA,WR,08/27/1987,Baylor,DG-0700,497290,NA,NA,00-0027795,GET190022,00-0027795
damon,gibson,NA,WR,02/25/1975,Iowa,DG-0800,2500800,NA,NA,NA,NA,NA
dondre,gilliam,NA,WR,02/09/1977,Cheyney,DG-1100,2504448,NA,NA,NA,NA,NA
david,gilreath,NA,WR,12/11/1988,Wisconsin,DG-1150,2530957,NA,NA,00-0028646,GIL804953,32013030-2d30-3032-3836-3436f1b40de8
david,givens,NA,WR,08/16/1980,Notre Dame,DG-1200,2505214,NA,NA,NA,NA,NA
david,glidden,NA,WR,07/10/1992,Oklahoma State,DG-1225,2556739,NA,NA,00-0032824,GLI642368,NA
dallas,goedert,NA,TE,01/03/1995,South Dakota State,DG-1287,2560995,2896,7a1f66a3-9589-4a7a-b883-80199e49bf6a,00-0034351,GOE595520,32013030-2d30-3033-3433-35319713cf6f
dandre,goodwin,NA,WR,12/26/1987,Central Washington,DG-1700,2530504,NA,NA,00-0028221,GOO632202,NA
deandre,goolsby,NA,TE,NA,Florida,DG-1750,2561205,NA,NA,00-0034640,GOO753468,NA
derrick,gore,NA,RB,NA,Louisiana-Monroe,DG-1950,2563347,NA,NA,NA,GOR411061,NA
daniel,graham,NA,TE,11/16/1978,Colorado,DG-2100,2505024,NA,NA,00-0021154,GRA138417,32013030-2d30-3032-3131-353440d2ef10
deante,gray,NA,WR,02/27/1994,Texas Christian,DG-2475,2559179,NA,NA,00-0033769,GRA640775,NA
devin,gray,NA,WR,06/15/1995,Cincinnati,DG-2487,2561447,NA,NA,00-0034141,GRA645548,NA
davon,grayson,NA,WR,09/05/1995,East Carolina,DG-2493,2560997,NA,NA,00-0034748,GRA824232,NA
dorial,green-beckham,NA,WR,04/12/1993,Oklahoma,DG-2650,2552491,2300,NA,00-0032218,GRE398545,32013030-2d30-3033-3232-3138550e587a
deontay,greenberry,NA,WR,03/07/1994,Houston,DG-2675,2553527,NA,NA,00-0031748,GRE402125,NA
damon,griffin,NA,WR,06/14/1976,Oregon,DG-2900,2500921,NA,NA,NA,NA,NA
david,grinnage,NA,TE,02/24/1994,North Carolina State,DG-2925,2556543,NA,NA,00-0032634,GRI814876,32013030-2d30-3033-3236-3334473dd24c
darion,griswold,NA,TE,12/23/1992,Arkansas State,DG-2950,2556388,NA,NA,00-0032347,GRI826107,NA
dan,gronkowski,NA,TE,01/21/1985,Maryland,DG-3100,81829,NA,NA,00-0027157,GRO132885,32013030-2d30-3032-3731-35376f904c39
derrius,guice,NA,RB,06/21/1997,LSU,DG-3200,2561000,2861,939bd2a8-0383-4082-83d8-f1d0647c5e14,00-0034358,GUI074673,32013030-2d30-3033-3433-35385852a2de
dj,hackett,NA,WR,07/03/1981,Colorado,DH-0100,2505905,NA,NA,NA,NA,NA
drew,haddad,NA,WR,08/15/1978,Buffalo,DH-0200,2504239,NA,NA,NA,NA,NA
derek,hagan,NA,WR,09/21/1984,Arizona State,DH-0300,2495843,NA,NA,00-0024297,HAG040714,32013030-2d30-3032-3432-393714e188c7
dante,hall,NA,RB,09/20/1978,Texas A&M,DH-0600,2504165,NA,NA,NA,NA,NA
darrin,hall,NA,RB,09/06/1996,Pittsburgh,DH-0650,2562941,NA,NA,00-0035043,HAL252131,NA
daesean,hamilton,NA,WR,03/10/1995,Penn State,DH-1050,2561002,NA,05e1064b-b821-4ccd-9581-d13246eb3802,00-0034370,HAM200565,32013030-2d30-3033-3433-373082c2cef3
derrick,hamilton,NA,WR,11/30/1981,Clemson,DH-1100,2506042,NA,NA,NA,NA,NA
dequan,hampton,NA,WR,04/18/1994,USC,DH-1137,2559456,NA,NA,00-0034027,HAM710999,NA
darius,hanks,NA,WR,02/23/1989,Alabama,DH-1150,2533331,NA,NA,00-0029019,HAN171565,NA
damien,harris,NA,RB,02/11/1997,Alabama,DH-1362,2562281,3243,4bbee477-a9d1-46ff-bf9d-afe9399b5a25,00-0035657,HAR311469,32013030-2d30-3033-3536-3537ff4277e1
demetrius,harris,NA,TE,07/29/1991,Wisconsin-Milwaukee,DH-1450,2541187,NA,e1375808-d509-484c-87e1-a469595aa6dc,00-0030155,HAR363756,32013030-2d30-3033-3031-3535bd049f8c
deonte,harris,NA,WR,12/04/1997,Assumption,DH-1487,2563155,NA,47e8bf96-05f2-4e0c-96f1-528812f9015b,00-0035215,HAR363871,32013030-2d30-3033-3532-3135f132f2f7
derrick,harris,NA,RB,09/18/1972,Miami (FL),DH-1500,2501041,NA,NA,NA,NA,NA
dujuan,harris,NA,RB,09/03/1988,Troy,DH-1700,2530690,NA,NA,00-0028409,HAR370058,32013030-2d30-3032-3834-3039b6bc6edc
dwayne,harris,NA,WR,09/16/1987,East Carolina,DH-1800,2495159,NA,NA,00-0028114,HAR376781,32013030-2d30-3032-3831-3134ffabe51a
dwayne,haskins,NA,QB,05/03/1997,Ohio State,DH-1912,2562660,NA,72052a23-dbaf-4102-9fab-7135e7655ade,00-0035232,HAS285847,32013030-2d30-3033-3532-33323372c856
donald,hayes,NA,WR,07/13/1975,Wisconsin,DH-2200,2501096,NA,NA,NA,NA,NA
daniel,helm,NA,TE,04/20/1995,Duke,DH-2312,2562284,NA,NA,00-0035428,HEL490423,NA
darrell,henderson,NA,RB,08/19/1997,Memphis,DH-2325,2562574,3253,4b893566-cc09-4129-b184-12d42520adbd,00-0035664,HEN054456,32013030-2d30-3033-3536-363416e8d9a5
deangelo,henderson,NA,RB,11/24/1992,Coastal Carolina,DH-2350,2557850,NA,NA,00-0033581,HEN054848,32013030-2d30-3033-3335-3831fc77e6b7
devery,henderson,NA,WR,03/26/1982,LSU,DH-2400,2506114,512,NA,00-0022929,HEN056415,32013030-2d30-3032-3239-32399ca637a6
derrick,henry,NA,RB,07/17/1994,Alabama,DH-2450,2556075,2350,d54c0b4b-9c30-40d0-bd11-9db6d066185c,00-0032764,HEN602843,32013030-2d30-3033-3237-3634214e1686
drew,henson,NA,QB,02/13/1980,Michigan,DH-2500,2505677,NA,NA,NA,NA,NA
dan,herron,NA,RB,03/21/1989,Ohio State,DH-2550,2532864,NA,NA,00-0029588,HER657540,32013030-2d30-3032-3935-3838c50ca3d0
devin,hester,NA,WR,11/04/1982,Miami (FL),DH-2700,2506897,1336,NA,00-0024272,HES267217,32013030-2d30-3032-3432-3732d4c7b991
darrius,heyward-bey,NA,WR,02/26/1987,Maryland,DH-2800,80427,1647,NA,00-0026983,HEY279111,32013030-2d30-3032-3639-383382f26efa
dwone,hicks,NA,RB,04/25/1981,Middle Tennessee,DH-2900,2505414,NA,NA,NA,NA,NA
darius,hill,NA,TE,08/26/1985,Ball State,DH-3000,2507712,NA,NA,00-0026809,HIL146162,NA
darrell,hill,NA,WR,06/19/1979,Northern Illinois,DH-3100,2505192,NA,NA,NA,NA,NA
dontrell,hilliard,NA,RB,02/26/1995,Tulane,DH-3137,2561461,NA,edfe60c3-08d4-4774-9059-db25b84fbb10,00-0034253,HIL714536,32013030-2d30-3033-3432-35336f47acf9
domenik,hixon,NA,WR,10/08/1984,Akron,DH-3200,2506928,NA,NA,00-0024345,HIX462619,32013030-2d30-3032-3433-3435346c5c5b
damon,hodge,NA,WR,02/16/1977,Alabama State,DH-3400,2504058,NA,NA,NA,NA,NA
devlin,hodges,NA,QB,04/12/1996,Samford,DH-3450,2563258,NA,4ed459d8-44bf-4b1e-9c5a-b115ffaafec2,00-0035577,HOD363523,32013030-2d30-3033-3535-3737a9ed4ede
deandre,hopkins,NA,WR,06/06/1992,Clemson,DH-3950,2540165,1975,3ba3991b-7d37-464b-9c39-400220922c57,00-0030564,HOP161500,32013030-2d30-3033-3035-3634b926c47f
desmond,howard,NA,WR,05/15/1970,Michigan,DH-4200,2501249,NA,NA,NA,NA,NA
damon,huard,NA,QB,07/09/1973,Washington,DH-4300,2501258,NA,NA,NA,NA,NA
dameon,hunter,NA,RB,02/18/1979,Utah,DH-4600,2504908,NA,NA,NA,NA,NA
dontrelle,inman,NA,WR,01/31/1989,Virginia,DI-0075,2530700,NA,a3dd9700-b45a-42a5-8cb5-190f079e49a9,00-0028411,INM264861,32013030-2d30-3032-3834-3131ecbba609
darius,jackson,NA,RB,12/01/1993,Eastern Michigan,DJ-0050,2556273,NA,NA,00-0033049,JAC120072,32013030-2d30-3033-3330-3439ccd92aa2
darrell,jackson,NA,WR,12/06/1978,Florida,DJ-0100,2504274,NA,NA,NA,NA,NA
desean,jackson,NA,WR,12/01/1986,California,DJ-0200,1581,1357,50bef6af-9e92-41c2-8e67-258d85639193,00-0026189,JAC127681,32013030-2d30-3032-3631-383993ac1996
devontae,jackson,NA,RB,04/27/1996,West Georgia,DJ-0250,2563040,NA,NA,00-0034935,JAC128455,NA
dexter,jackson,NA,WR,08/05/1986,Appalachian State,DJ-0400,2507474,NA,NA,00-0026198,JAC132195,NA
don,jackson,NA,RB,09/07/1993,Nevada,DJ-0550,2556563,NA,NA,00-0032636,JAC134613,32013030-2d30-3033-3330-3439ccd92aa2
dwayne,jarrett,NA,WR,09/11/1986,USC,DJ-0600,2507172,NA,NA,00-0025432,JAR252691,00-0025432
damion,jeanpiere,jr,WR,12/08/1996,Nicholls,DJ-0625,2562846,NA,NA,00-0035443,JEA422416,NA
dc,jefferson,NA,TE,05/07/1989,Rutgers,DJ-0650,2539299,NA,NA,00-0030291,JEF171398,NA
darnell,jenkins,NA,WR,12/31/1982,Miami (FL),DJ-0700,2674,NA,NA,00-0026414,JEN173978,NA
darius,jennings,NA,WR,06/28/1992,Virginia,DJ-0850,2553896,NA,bf857341-2233-428d-8f8e-c485433894e5,00-0031972,JEN465565,32013030-2d30-3033-3139-3732a95a7b05
dernest,johnson,NA,RB,02/27/1996,South Florida,DJ-0887,2563327,NA,584d80dc-083e-4343-83e6-60115ea6254c,00-0035628,JOH201643,32013030-2d30-3033-3536-323815aa4463
daje,johnson,NA,WR,04/20/1994,Texas,DJ-0912,NA,NA,NA,NA,NA,NA
damaris,johnson,NA,WR,11/22/1989,Tulsa,DJ-0950,2536031,NA,NA,00-0029435,JOH146736,32013030-2d30-3032-3934-33356e786479
darcy,johnson,NA,TE,02/11/1983,Central Florida,DJ-1000,2506644,NA,NA,00-0023797,JOH165441,00-0023797
darius,johnson,NA,WR,02/22/1991,Southern Mehodist,DJ-1050,2539958,NA,NA,00-0029778,JOH165562,32013030-2d30-3032-3937-3738a7afab66
david,johnson,NA,TE,08/26/1987,Arkansas State,DJ-1300,79589,2297,9681d8e7-52dc-4427-ad5a-2c619cc60865,00-0026957,JOH174852,32013030-2d30-3032-3639-35377776054a
david,johnson,NA,RB,12/16/1991,Northern Iowa,DJ-1325,2553435,2297,9681d8e7-52dc-4427-ad5a-2c619cc60865,00-0032187,JOH174477,32013030-2d30-3033-3231-3837af32a123
dennis,johnson,NA,RB,02/24/1990,Arkansas,DJ-1375,2539936,NA,NA,00-0030236,JOH186619,32013030-2d30-3033-3536-323815aa4463
devon,johnson,NA,RB,07/28/1993,Marshall,DJ-1612,2556854,NA,NA,00-0032996,JOH202338,NA
diontae,johnson,NA,WR,07/05/1996,Toledo,DJ-1675,2562674,3419,163398b9-5c1e-4fac-ba26-71c317baa16c,00-0035216,JOH000017,32013030-2d30-3033-3532-313684e90af8
doug,johnson,NA,QB,10/27/1977,Florida,DJ-1800,2503961,NA,NA,NA,NA,NA
duke,johnson,NA,RB,09/23/1993,Miami (FL),DJ-1850,2552461,2285,00f7195c-7059-42b6-a710-90ec955141d8,00-0032257,JOH000009,32013030-2d30-3033-3232-3537f7a6ee8b
doug,jolley,NA,TE,01/02/1979,Brigham Young,DJ-2100,2505053,NA,NA,NA,NA,NA
damon,jones,NA,TE,09/18/1974,Southern Illinois,DJ-2200,2501477,NA,NA,NA,NA,NA
daniel,jones,NA,QB,05/27/1997,Duke,DJ-2275,2562299,3264,66a1e43a-f15c-4dbe-839d-423aec67c529,00-0035710,JON165462,32013030-2d30-3033-3537-31306de02154
daryl,jones,NA,WR,02/02/1979,Miami (FL),DJ-2300,2505193,NA,NA,NA,NA,NA
derrick,jones,NA,WR,11/14/1984,Grand Valley State,DJ-2500,2531168,NA,NA,00-0028762,JON233462,NA
dominique,jones,NA,TE,08/15/1987,Shepherd,DJ-2650,2535724,NA,NA,00-0028994,JON235920,32013030-2d30-3032-3839-393441f9df2c
donald,jones,NA,WR,12/17/1987,Youngstown State,DJ-2700,497298,NA,NA,00-0027518,JON236514,32013030-2d30-3032-3735-313841a3803b
delvin,joyce,NA,RB,09/21/1978,James Madison,DJ-3100,2504792,NA,NA,NA,NA,NA
danny,kanell,NA,QB,11/21/1973,Florida State,DK-0200,2501560,NA,NA,NA,NA,NA
deji,karim,NA,RB,11/18/1986,Southern Illinois,DK-0300,1037847,1769,NA,00-0027779,KAR283607,32013030-2d30-3032-3737-37393170c991
derek,keaton,NA,WR,04/10/1994,Georgia Southern,DK-0375,2557131,NA,NA,00-0032665,KEA779820,NA
dustin,keller,NA,TE,09/25/1984,Purdue,DK-0400,1074,1389,NA,00-0026170,KEL091879,32013030-2d30-3032-3631-3730ca26b73d
darvin,kidsy,NA,WR,03/19/1995,Texas Southern,DK-0491,2561359,NA,NA,00-0034710,KID763053,32013030-2d30-3033-3437-3130b4c620e2
david,kircus,NA,WR,02/19/1980,Grand Valley State,DK-0700,2505488,NA,NA,NA,NA,NA
david,kirtman,NA,RB,02/12/1983,USC,DK-0800,2495878,NA,NA,NA,NA,NA
deshone,kizer,NA,QB,01/03/1996,Notre Dame,DK-0875,2557983,NA,NA,00-0033899,KIZ080286,32013030-2d30-3033-3338-3939df045cc1
dawson,knox,NA,TE,11/14/1996,Mississippi,DK-0950,2562681,NA,c81b8d96-0448-4565-96f4-186f711864e7,00-0035689,KNO490795,32013030-2d30-3033-3536-38396c4ece4d
davis,koppenhaver,NA,TE,NA,Duke,DK-1050,NA,NA,NA,NA,NA,NA
dan,kreider,NA,RB,03/11/1977,New Hampshire,DK-1100,2503984,NA,NA,NA,NA,NA
david,lafleur,NA,TE,01/29/1974,LSU,DL-0100,2501678,NA,NA,NA,NA,NA
daniel,lasco,NA,RB,10/09/1992,California,DL-0412,2555219,NA,NA,00-0032804,LAS076669,32013030-2d30-3033-3238-30345d0f95e7
darrin,laufasa,NA,RB,05/06/1995,Texas-El Paso,DL-0437,NA,NA,NA,NA,NA,NA
desmond,lawrence,NA,WR,12/19/1991,North Carolina A&T,DL-0475,2554337,NA,NA,00-0031659,LAW285507,NA
donald,lee,NA,TE,08/31/1980,Mississippi State,DL-0600,2505451,NA,NA,00-0021929,LEE170180,32013030-2d30-3032-3139-3239b227c108
dan,lefevour,NA,QB,03/19/1987,Central Michigan,DL-0700,497119,NA,NA,00-0027605,LEF336384,NA
dorsey,levens,NA,RB,05/21/1970,Georgia Tech,DL-1100,2501734,NA,NA,NA,NA,NA
derrick,lewis,NA,WR,10/30/1975,San Diego State,DL-1600,2504852,NA,NA,NA,NA,NA
dezmin,lewis,NA,WR,12/05/1992,Central Arkansas,DL-1650,2552411,NA,NA,00-0032070,LEW218253,32013030-2d30-3033-3230-37308f519758
dion,lewis,NA,RB,09/27/1990,Pittsburgh,DL-1700,2495469,1860,c4913023-407f-4009-b457-a963a092b86d,00-0028087,LEW218646,32013030-2d30-3032-3830-38378fb2c29a
dan,light,NA,TE,05/05/1993,Fordham,DL-1750,2554535,NA,NA,00-0032318,LIG423549,NA
demard,llorens,NA,RB,02/01/1994,Northwestern State,DL-1775,2559359,NA,NA,00-0033842,LLO110892,NA
drew,lock,NA,QB,11/10/1996,Missouri,DL-1787,2562305,3263,8b48703f-9af5-47be-9b6f-1a9493608164,00-0035704,LOC374482,32013030-2d30-3033-3537-3034604f1124
damarkus,lodge,NA,WR,05/12/1997,Mississippi,DL-1793,2562306,NA,NA,00-0035475,LOD594907,NA
deon,long,NA,WR,06/14/1991,Maryland,DL-1850,2553811,NA,NA,00-0032035,LON250134,NA
dane,looker,NA,WR,05/05/1976,Washington,DL-1900,2504020,NA,NA,NA,NA,NA
devin,lucien,NA,WR,06/26/1993,Arizona State,DL-2337,2556185,NA,NA,00-0032447,LUC511695,NA
donatella,luckett,NA,WR,02/01/1991,Harding,DL-2350,2553813,NA,NA,00-0031998,LUC619849,NA
dustin,lyman,NA,TE,08/05/1976,Wake Forest,DL-2500,2504106,NA,NA,NA,NA,NA
devin,mahina,NA,TE,01/06/1989,Brigham Young,DM-0150,2553484,NA,NA,00-0031532,MAH386848,NA
david,martin,NA,TE,03/13/1979,Tennessee,DM-0300,2504590,NA,NA,00-0020332,MAR553347,00-0020332
desmond,martin,NA,RB,03/20/1992,Wayne State,DM-0425,2553903,NA,NA,00-0032092,MAR568629,NA
doug,martin,NA,RB,01/13/1989,Boise State,DM-0450,2532899,1907,NA,00-0029613,MAR578568,32013030-2d30-3032-3936-3133eeed3ef3
daniel,marx,NA,RB,NA,Stanford,DM-0468,2561235,NA,NA,00-0034148,MAR819934,NA
derrick,mason,NA,WR,01/17/1974,Michigan State,DM-0500,2501898,766,NA,00-0010500,MAS078652,32013030-2d30-3031-3035-3030b8fff8aa
derrick,mayes,NA,WR,01/28/1974,Notre Dame,DM-0600,2501926,NA,NA,NA,NA,NA
devante,mays,NA,RB,05/26/1994,Utah State,DM-0675,2558837,NA,NA,00-0033304,MAY738290,32013030-2d30-3033-3333-30341119341e
deuce,mcallister,NA,RB,12/27/1978,Mississippi,DM-0700,2504773,NA,NA,NA,NA,NA
darnerien,mccants,NA,WR,08/01/1978,Delaware State,DM-0900,2504713,NA,NA,NA,NA,NA
dexter,mccluster,NA,RB,08/25/1988,Mississippi,DM-1200,497190,1738,NA,00-0027651,MCC467156,32013030-2d30-3032-3736-35318c25fb71
darren,mcfadden,NA,RB,08/27/1987,Arkansas,DM-1600,284,1341,NA,00-0026144,MCF084974,32013030-2d30-3032-3631-3434b1da4c3a
dusty,mcgrorty,NA,RB,05/09/1981,Southern Oregon,DM-1800,2505735,NA,NA,NA,NA,NA
dennis,mckinley,NA,RB,11/03/1976,Mississippi State,DM-2000,2502023,NA,NA,NA,NA,NA
donovan,mcnabb,NA,QB,11/25/1976,Syracuse,DM-2200,2502044,805,NA,00-0011022,MCN017517,32013030-2d30-3031-3130-3232b50875be
douglas,mcneil,NA,WR,07/22/1988,Bowie State,DM-2225,2551930,NA,NA,00-0031487,MCN436913,NA
dk,metcalf,NA,WR,12/14/1997,Mississippi,DM-2275,2562685,3239,5a538da4-baa3-4b04-96ab-2dc452a21be4,00-0035640,MET363377,NA
dorren,miller,NA,WR,08/03/1994,Carson-Newman,DM-2337,2561498,NA,NA,00-0034524,MIL241109,NA
dillon,mitchell,NA,WR,05/16/1997,Oregon,DM-2550,2562688,NA,NA,00-0035002,MIT228980,NA
dyshawn,mobley,NA,RB,11/08/1993,Eastern Kentucky,DM-2650,NA,NA,NA,NA,NA,NA
donte,moncrief,NA,WR,08/06/1993,Mississippi,DM-2775,2543614,2137,NA,00-0031339,MON117004,32013030-2d30-3033-3133-3339bb068e34
dj,montgomery,NA,WR,11/17/1996,Austin Peay,DM-2781,2562827,NA,NA,00-0035045,MON498910,NA
david,montgomery,NA,RB,06/07/1997,Iowa State,DM-2787,2562502,3238,a70b83d6-7d14-403b-899f-7f632efcbe59,00-0035685,MON487374,32013030-2d30-3033-3536-3835faa58a2c
dj,moore,NA,WR,04/14/1997,Maryland,DM-2850,2560813,2876,320930bd-7091-48eb-b71b-e84a7eca3c86,00-0034827,MOO272423,32013030-2d30-3033-3438-3237a7c47510
dan,moore,NA,RB,02/01/1990,Montana,DM-2970,2541557,NA,NA,00-0029823,MOO241514,NA
dave,moore,NA,TE,11/11/1969,Pittsburgh,DM-3000,2502181,NA,NA,NA,NA,NA
david,moore,NA,WR,01/15/1995,East Central Oklahoma,DM-3050,2558856,NA,582c76b8-0e46-430f-ad8b-001e3d07af61,00-0033589,MOO249444,32013030-2d30-3033-3335-3839c5d25ee7
denarius,moore,NA,WR,12/09/1988,Tennessee,DM-3100,2495315,1864,NA,00-0028086,MOO260498,32013030-2d30-3032-3830-3836831cf024
devin,moore,NA,RB,11/06/1985,Wyoming,DM-3200,89762,NA,NA,00-0026620,MOO000000,00-0026620
david,morgan,NA,TE,05/19/1993,Texas-San Antonio,DM-3550,2555306,NA,NA,00-0032430,MOR157846,32013030-2d30-3033-3234-3330553404f6
donovan,morgan,NA,WR,07/29/1981,Louisiana-Lafayette,DM-3800,2506125,NA,NA,NA,NA,NA
drew,morgan,NA,WR,12/02/1994,Arkansas,DM-3850,2558977,NA,NA,00-0033407,MOR161656,NA
dale,moss,NA,WR,09/24/1988,South Dakota State,DM-4060,2534565,NA,NA,00-0028992,MOS527558,NA
derek,moye,NA,WR,08/12/1988,Penn State,DM-4080,2533335,NA,NA,00-0029108,MOY111430,32013030-2d30-3032-3931-303884ecbef9
demarco,murray,NA,RB,02/12/1988,Oklahoma,DM-4300,2495207,1819,NA,00-0028009,MUR580353,32013030-2d30-3032-3830-303994faf972
dimitri,nance,NA,RB,02/18/1988,Arizona State,DN-0100,2507821,NA,NA,00-0027201,NAN403291,00-0027201
damien,nash,NA,RB,04/14/1982,Missouri,DN-0200,2506479,NA,NA,NA,NA,NA
durron,neal,NA,WR,11/03/1993,Oklahoma,DN-0225,2556629,NA,NA,00-0032458,NEA159741,NA
dallas,neil,NA,TE,09/30/1976,Montana,DN-0250,NA,NA,NA,NA,NA,NA
david,nelson,NA,WR,11/07/1986,Florida,DN-0500,2507884,NA,NA,00-0027322,NEL270110,32013030-2d30-3032-3733-3232ad9fbb42
detrez,newsome,NA,RB,03/06/1994,Western Carolina,DN-0675,2561382,NA,NA,00-0034565,NEW571947,32013030-2d30-3033-3435-36352216d7d3
david,njoku,NA,TE,07/10/1996,Miami (FL),DN-1225,2557986,2448,d5abbefe-6dd0-49a5-9a1e-4acb2518dc61,00-0033885,NJO355964,32013030-2d30-3033-3338-383510d0af60
danny,noble,NA,TE,03/30/1989,Toledo,DN-1250,2535604,NA,NA,00-0029183,NOB393540,32013030-2d30-3032-3931-38338bbbb519
dennis,northcutt,NA,WR,12/22/1977,Arizona,DN-1400,2504261,NA,NA,00-0019650,NOR601264,NA
dare,ogunbowale,NA,RB,05/04/1994,Wisconsin,DO-0025,2559362,2798,3c72b617-ffd6-4133-bbfa-9d43a1c94eb0,00-0033854,OGU417955,32013030-2d30-3033-3338-3534c2990bb0
dan,oleary,NA,TE,09/01/1977,Notre Dame,DO-0100,2504584,NA,NA,NA,NA,NA
david,olson,NA,QB,11/20/1991,Clemson,DO-0225,NA,NA,NA,NA,NA,NA
dan,orlovsky,NA,QB,08/18/1983,Connecticut,DO-0300,2506481,NA,NA,00-0023578,ORL645634,32013030-2d30-3032-3335-3738d469dbc2
devine,ozigbo,NA,RB,10/02/1996,Nebraska,DO-0600,2562409,NA,0292b420-dd00-4efd-bbd2-32a88533ec18,00-0035184,OZI415291,32013030-2d30-3033-3531-3834e6bbb72d
david,palmer,NA,RB,11/19/1972,Alabama,DP-0200,2502389,NA,NA,NA,NA,NA
donald,parham,NA,TE,08/16/1997,Stetson,DP-0250,2562394,NA,6301480b-c1e7-4e34-be84-30994c5ddfb8,00-0035329,PAR061165,NA
demond,parker,NA,RB,12/24/1976,Oklahoma,DP-0300,2502401,NA,NA,NA,NA,NA
devante,parker,NA,WR,01/20/1993,Louisville,DP-0350,2552409,2279,a655583a-d8f8-4eb3-9c4b-6b11ee09cd0b,00-0031547,PAR226609,32013030-2d30-3033-3135-3437b94ee00a
dennis,parks,NA,WR,07/27/1994,Rice,DP-0356,2556645,NA,NA,00-0032645,PAR507196,NA
david,patten,NA,WR,08/19/1974,Western Carolina,DP-0500,2502419,NA,NA,NA,NA,NA
damoun,patterson,NA,WR,09/16/1994,Youngstown State,DP-0550,2561257,NA,NA,00-0034698,PAT394052,NA
david,paulson,NA,TE,02/22/1989,Oregon,DP-0650,2532924,NA,NA,00-0029218,PAU667839,32013030-2d30-3032-3932-31386eb253bc
doug,pederson,NA,QB,01/31/1968,Louisiana-Monroe,DP-0800,2502434,NA,NA,NA,NA,NA
darrin,peterson,NA,WR,07/14/1994,Liberty,DP-1254,2556763,NA,NA,00-0032847,PET284928,NA
dante,pettis,NA,WR,10/23/1995,Washington,DP-1263,2560836,2926,dd06543a-f28d-4592-8e4f-f972d439ceb3,00-0034860,PET735981,32013030-2d30-3033-3438-3630e78b4dd2
demornay,pierson-el,NA,WR,12/26/1995,Nebraska,DP-1287,2561390,NA,NA,00-0034103,PIE660660,NA
dennis,pitta,NA,TE,06/29/1985,Brigham Young,DP-1300,497254,1940,NA,00-0027714,PIT086233,32013030-2d30-3032-3737-3134a9a82078
david,porter,NA,WR,12/21/1992,Texas Christian,DP-1925,2553906,NA,NA,00-0032125,POR123657,NA
devier,posey,NA,WR,02/08/1989,Ohio State,DP-1950,2532930,NA,NA,00-0029673,POS172116,32013030-2d30-3032-3936-37334e3256bc
darius,powe,NA,WR,03/15/1994,California,DP-2012,2556653,NA,NA,00-0032656,POW034607,32013030-2d30-3033-3236-35369fa4ed7d
damond,powell,NA,WR,10/31/1992,Iowa,DP-2025,2553758,NA,NA,NA,POW227556,NA
dak,prescott,NA,QB,07/29/1993,Mississippi State,DP-2037,2555260,2377,24344b09-e31d-4f42-8aec-93a6c912a5af,00-0033077,PRE285723,32013030-2d30-3033-3330-37372d13d088
darius,prince,NA,WR,04/23/1990,Penn State-Beaver,DP-2250,2561706,NA,NA,00-0034892,PRI482732,NA
donnel,pumphrey,NA,RB,12/06/1994,San Diego State,DP-2400,2558850,NA,NA,00-0033561,PUM422791,NA
derek,rackley,NA,TE,07/18/1977,Minnesota,DR-0100,2503989,NA,NA,NA,NA,NA
dave,ragone,NA,QB,10/03/1979,Louisville,DR-0200,2505594,NA,NA,NA,NA,NA
damion,ratley,NA,WR,04/16/1995,Texas A&M,DR-0550,2561054,NA,ede3d69e-6308-4389-9f5a-b89123cfdd15,00-0034273,RAT547656,32013030-2d30-3033-3432-3733f2d9d810
dax,raymond,NA,TE,11/30/1994,Utah State,DR-0575,2562710,NA,NA,00-0035058,RAY742272,NA
darrin,reaves,NA,RB,04/17/1993,Alabama-Birmingham,DR-0650,2550596,NA,NA,00-0031123,REA660089,32013030-2d30-3033-3131-32331d4a3cb4
deandre,reaves,NA,WR,04/30/1992,Marshall,DR-0675,2556822,NA,NA,00-0032912,REA662276,NA
devine,redding,NA,RB,02/05/1996,Indiana,DR-0687,2559103,NA,NA,00-0033515,RED328012,NA
david,reed,NA,WR,03/22/1987,Utah,DR-0800,497318,NA,NA,00-0027755,REE177257,32013030-2d30-3032-3737-3535d1520901
david,reeves,NA,TE,12/15/1992,Duke,DR-0850,2556717,NA,NA,00-0032534,REE735799,NA
